parts,label,sample_id,constructor,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
train,none,6120286,0,5,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
test,none,6122163,0,2,4,3,12,3,0,1,3,0,0,0,2,0,0,0,0,1,0,2,0,0,10,1,0,0
test,none,6122371,0,1,5,8,12,2,4,2,8,0,0,1,0,0,0,0,2,5,2,2,0,0,10,1,0,0
train,none,6125015,0,4,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6128483,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
test,none,6129787,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,6133230,0,3,1,5,6,0,2,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,17,4,0,0
train,none,6134213,0,4,1,2,4,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,6134590,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6134879,0,3,3,3,11,0,1,2,3,0,0,0,0,0,0,0,3,1,0,1,0,0,15,1,0,0
train,none,6143644,0,1,3,7,13,1,2,0,7,1,1,0,1,0,0,2,1,2,0,1,0,0,12,4,0,0
test,none,6145494,0,8,5,10,17,1,6,1,10,4,2,0,3,0,0,0,2,6,0,2,0,0,21,4,0,1
train,none,6145911,0,3,1,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,9,0,1
train,none,6147315,0,2,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0
train,none,6147418,0,3,3,3,4,0,1,1,3,0,0,0,2,0,1,0,1,1,0,1,0,0,9,1,0,0
train,none,6147959,0,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,6150503,0,5,3,7,14,0,1,2,7,1,1,0,2,0,0,0,4,3,0,1,0,0,26,1,0,1
train,none,6151008,0,0,3,3,16,0,3,3,3,0,0,2,0,0,0,7,2,3,1,1,0,0,9,9,0,1
train,minor,8087833,0,4,7,10,40,0,10,2,10,1,1,1,1,0,0,0,4,17,0,3,0,0,48,10,0,1
test,none,6153007,0,2,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
test,none,6161020,0,1,4,2,11,3,2,1,2,0,0,0,1,0,2,0,4,2,1,1,0,0,66,1,0,1
train,none,6164700,1,7,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,1,0,0
train,none,6165484,0,2,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6167933,0,1,2,2,8,2,0,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,8,25,0,0
train,none,6173466,0,3,3,8,11,0,0,2,8,1,1,0,0,0,0,3,0,0,0,1,0,0,12,2,0,0
train,none,6174003,0,2,2,3,8,1,1,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,13,2,0,0
train,none,6174952,0,4,1,5,8,1,2,5,5,3,1,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0
test,none,6177738,0,1,4,1,10,3,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,10,1,0,0
train,none,6179494,1,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0
train,none,6179505,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
test,none,6180154,0,2,3,6,6,2,1,1,6,0,0,0,2,0,0,1,3,1,2,2,0,0,27,2,0,0
train,major,9012407,0,4,17,15,40,4,6,0,15,0,0,1,3,0,0,0,5,10,0,3,0,0,22,1,0,0
test,none,6183429,0,2,4,2,10,1,1,2,2,0,0,1,2,0,0,0,1,2,0,2,0,0,20,9,0,1
train,none,6185975,0,5,1,5,8,0,4,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,20,1,0,0
train,major,6152090,0,2,21,8,40,8,7,2,8,0,0,0,9,0,3,0,7,9,0,4,0,0,65,1,0,1
train,none,6186813,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,6190083,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
train,major,4919602,0,11,5,18,39,0,4,1,18,1,1,0,0,0,0,2,1,4,0,1,0,0,31,1,0,1
test,none,6191994,0,3,3,4,9,3,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0
train,none,6192126,0,6,3,5,9,1,2,1,5,2,1,0,1,0,0,0,0,2,0,1,0,0,19,1,0,0
train,none,6194793,0,5,3,3,5,0,1,1,3,0,0,0,2,0,0,0,3,1,0,0,0,0,10,1,0,1
train,none,6195890,0,3,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
train,none,6198340,0,1,3,1,10,3,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,7,1,0,0
train,none,6201491,0,4,3,5,12,1,1,2,5,1,1,0,0,1,0,1,1,1,0,2,0,0,22,4,0,0
test,none,6207209,0,5,1,7,12,0,1,0,7,1,1,0,0,0,0,0,0,1,0,2,0,2,16,2,0,1
train,none,6207748,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,20,17,0,0
train,none,6209901,0,5,1,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
test,none,6212329,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,6212333,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
train,none,6212569,0,2,1,6,9,1,1,1,6,5,11,0,0,0,0,1,0,1,0,0,0,0,48,1,0,1
test,none,6228656,0,3,1,3,6,0,0,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,39,1,0,1
test,none,6233999,0,2,3,2,11,3,2,1,2,1,1,0,2,0,0,0,0,2,0,2,0,0,10,1,0,0
train,none,6234592,0,3,5,10,29,2,1,0,10,1,1,0,2,1,0,0,2,1,0,5,0,0,31,17,0,0
train,none,6235739,0,3,1,1,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0
train,none,6236024,1,2,1,5,4,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,1
train,none,6236496,0,1,3,6,21,1,1,0,6,0,0,0,2,1,0,0,2,1,0,4,0,0,17,17,0,0
train,none,6240859,0,1,1,3,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,1
test,none,6241200,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1
train,none,6243619,0,3,3,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,22,1,0,1
train,none,6244777,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,1
train,none,6244944,0,7,2,9,13,0,1,6,9,1,1,0,1,0,0,0,0,1,0,1,0,0,21,1,0,1
test,none,6246396,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
train,none,6247819,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
train,none,6248023,0,0,1,6,5,1,2,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,9,2,0,0
test,none,6250253,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
train,none,6251730,0,2,1,2,3,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,39,9,0,1
train,none,6257330,0,1,2,2,6,2,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0
train,none,6265027,0,2,5,10,32,1,4,0,10,0,0,0,2,0,0,1,10,4,0,1,0,0,24,1,0,1
test,major,6088559,0,4,11,9,39,1,9,0,9,1,1,1,3,0,1,7,6,18,1,4,0,0,19,0,0,0
train,none,6270951,0,5,2,4,9,0,2,2,4,2,1,0,1,1,0,0,0,2,0,2,0,0,13,4,0,1
train,major,8920121,0,4,10,9,39,3,6,3,9,1,1,1,4,0,2,0,5,18,3,2,0,0,55,1,0,1
train,none,6277868,0,2,1,4,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
train,none,6278076,0,3,1,2,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1
train,none,6279766,0,3,3,2,10,1,1,0,2,1,1,1,0,0,0,0,1,2,0,2,0,0,12,0,0,0
train,none,6281757,0,7,6,8,14,0,0,0,8,0,0,0,2,0,1,3,0,3,0,3,0,0,34,4,1,1
test,none,6284070,0,0,1,2,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0
test,none,6286234,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0
train,none,6287167,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
train,none,6287432,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6289735,0,1,2,1,4,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,11,1,0,0
train,none,6290471,0,1,1,1,4,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,20,1,0,1
train,none,6291892,0,2,3,3,9,2,0,1,3,0,0,0,0,1,0,1,0,0,1,2,0,0,10,2,1,0
train,minor,7581965,0,3,12,15,39,6,3,1,15,0,0,0,3,2,0,7,0,4,4,3,0,0,51,9,3,1
train,none,6296681,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6297548,0,1,2,3,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0
train,none,6298870,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
train,major,8548892,0,3,1,1,39,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,2,0,0
test,none,6300889,0,1,2,1,6,0,0,1,1,0,0,0,1,0,0,0,0,4,0,1,0,0,11,4,0,0
train,none,6303431,0,1,1,4,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
train,none,6303935,0,1,2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,38,1,0,1
train,none,6306007,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6306509,0,1,7,4,20,2,2,0,4,0,0,0,1,0,0,6,0,6,0,1,0,0,28,1,0,1
train,major,7925259,0,12,19,11,38,6,8,2,11,1,0,5,6,0,3,0,0,10,0,9,0,0,53,9,0,1
train,none,6310576,0,1,3,3,9,2,0,1,3,0,0,0,0,0,2,0,0,1,0,1,0,0,44,1,0,1
test,none,6310643,0,1,1,3,3,1,0,0,3,3,3,0,0,0,0,2,0,0,1,0,0,0,6,1,0,0
train,none,6310723,0,1,8,3,13,1,2,0,3,0,0,0,6,0,7,0,10,10,16,0,0,0,5,1,0,0
test,none,6311678,0,4,1,4,4,0,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,8,1,0,0
train,none,6312967,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
train,none,6315350,0,2,3,7,15,0,0,1,7,2,1,0,0,1,0,3,0,0,0,2,0,0,12,4,3,0
test,none,6318697,0,4,1,10,17,0,1,2,10,2,1,0,0,0,0,0,0,2,0,0,0,0,22,4,0,0
test,none,6323354,0,17,5,18,34,1,6,2,18,1,1,0,2,2,0,3,0,7,0,2,0,0,30,1,0,0
train,none,6328221,0,0,4,3,14,2,2,2,3,0,0,2,1,0,0,3,1,3,1,2,0,0,6,2,0,0
test,none,6328915,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6328926,0,4,1,1,3,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1
train,none,6329210,0,1,1,2,5,0,0,1,2,1,2,0,0,0,0,2,0,0,0,0,0,0,5,1,2,0
train,none,6329418,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6329944,0,8,2,6,9,0,1,2,6,1,1,0,1,0,0,2,0,0,0,1,0,1,11,1,0,0
train,none,6329948,0,2,4,7,8,0,0,1,7,1,3,0,1,0,0,3,0,0,0,1,0,0,16,1,1,0
test,none,6339455,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0
train,none,6340126,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
test,none,6340833,0,1,2,1,3,1,0,0,1,0,0,0,1,0,2,0,3,0,2,0,0,0,3,1,0,0
train,none,6340979,0,2,1,7,8,0,0,0,7,0,0,0,0,0,0,4,0,1,0,0,0,0,18,1,0,1
train,none,6341238,0,1,2,4,11,0,1,2,4,0,0,0,1,0,1,0,0,1,0,1,0,0,14,4,0,0
train,none,6342054,0,2,2,0,6,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,19,1,0,1
train,major,8029682,0,11,16,9,38,2,3,2,9,2,4,0,9,0,0,7,0,3,0,4,0,0,47,2,0,0
train,none,6346063,0,1,1,4,5,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0
test,none,6346740,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
train,none,6350174,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,1
train,major,6417488,0,6,7,11,38,0,7,1,11,1,1,1,1,0,1,1,9,12,4,4,0,0,22,1,0,0
train,none,6368019,0,5,4,4,10,0,0,2,4,1,0,1,0,0,2,0,0,0,0,2,0,0,14,4,0,0
train,none,6370656,0,3,13,10,30,2,5,1,10,0,0,1,6,0,3,0,0,6,0,7,0,0,19,2,0,0
train,none,6371353,0,3,1,3,17,0,2,2,3,0,0,0,0,0,0,1,0,2,0,0,1,0,24,10,0,0
train,none,6372035,0,7,1,6,16,1,2,1,6,0,0,0,0,0,0,0,0,3,0,0,1,0,19,4,0,0
train,none,6381040,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0
train,none,6382923,0,1,4,4,11,1,0,1,4,0,0,1,2,0,0,0,4,4,2,1,0,0,31,2,0,1
train,none,6386818,0,1,3,1,9,1,0,0,1,0,0,0,2,0,0,0,0,1,2,2,0,0,27,17,0,1
train,none,6387608,0,2,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,1,0,1
test,none,6389069,0,1,2,0,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,14,2,0,1
train,none,6392324,0,1,2,1,7,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,12,1,0,0
train,major,7356984,0,3,10,8,38,1,5,2,8,0,0,1,4,0,0,3,6,6,2,3,0,0,19,2,0,0
train,none,6396521,0,3,2,4,9,2,1,0,4,0,0,0,1,0,0,1,0,1,1,1,0,0,11,2,0,0
train,none,6398249,0,1,2,1,6,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,22,9,0,1
train,none,6398866,0,3,3,2,9,2,1,1,2,0,0,0,2,0,0,0,3,1,0,2,0,0,39,4,0,1
train,critical,5243521,0,8,1,16,37,1,6,2,16,6,4,0,0,0,0,36,4,9,0,0,0,0,24,2,0,0
train,none,6403812,0,5,3,7,14,3,2,0,7,1,3,0,1,1,0,0,0,2,0,1,0,0,20,0,0,0
test,none,6406918,0,5,2,4,8,2,1,1,4,1,2,0,1,0,0,2,0,1,0,1,0,0,24,2,0,1
train,none,6414926,0,5,3,3,13,0,2,1,3,2,2,0,0,0,0,1,0,2,1,1,0,0,11,1,0,0
train,major,5117164,0,5,10,12,37,0,1,0,12,0,0,1,2,2,0,8,4,1,4,4,0,0,35,1,1,0
train,none,6417561,0,4,4,8,14,1,2,0,8,0,0,1,1,0,1,1,0,3,0,3,0,0,19,2,0,1
train,minor,5840527,0,4,9,6,37,0,2,0,6,2,96,0,0,1,0,0,0,3,0,4,0,0,33,17,0,0
train,none,6419975,0,3,4,6,20,2,6,1,6,1,1,0,1,0,0,0,5,8,0,1,0,1,22,1,0,0
test,none,6424791,0,14,3,8,15,1,6,4,8,1,2,1,1,0,0,0,0,6,0,1,0,0,36,10,0,1
train,none,6427329,0,1,2,2,6,0,1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,7,2,0,0
train,minor,3992626,0,3,10,10,37,1,8,2,10,1,11,2,4,0,0,0,4,12,1,2,0,0,44,4,0,1
train,minor,4568919,0,3,6,21,37,2,2,3,21,19,14,0,1,0,0,4,0,2,3,2,0,0,92,1,1,1
test,none,6427968,0,3,1,2,4,0,1,0,2,1,2,0,0,0,0,2,0,1,0,0,0,0,8,1,0,0
train,minor,5700044,0,2,10,8,37,0,9,1,8,1,1,1,1,0,1,3,10,15,2,5,0,0,20,2,0,0
test,none,6431408,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,6431594,0,1,1,2,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0
train,none,6431696,0,0,1,3,3,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0
test,none,6432034,0,3,1,2,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0
test,none,6435518,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6436372,0,2,3,1,9,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,8,0,0
train,minor,9225640,0,1,10,15,37,2,8,1,15,0,0,1,3,1,0,1,3,12,0,5,0,0,50,0,0,1
train,major,9469461,0,0,12,12,37,2,1,2,12,0,0,1,0,1,0,16,0,2,7,4,0,0,52,2,1,1
train,none,6445236,0,3,1,1,4,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,0
train,none,6445781,0,1,3,6,12,1,1,0,6,2,2,1,0,1,0,1,0,1,0,2,0,0,9,10,1,0
train,none,6446899,0,6,2,8,9,1,1,1,8,2,1,0,0,0,0,0,0,1,0,1,0,0,20,1,0,1
train,none,6453968,0,1,2,1,6,1,2,0,1,0,0,0,1,0,1,0,3,3,2,0,0,0,5,1,0,0
train,none,6454619,0,1,2,3,5,0,1,5,3,0,0,1,0,0,0,0,1,1,2,1,0,0,3,8,0,0
train,major,4336814,0,13,7,19,36,2,3,2,19,0,0,0,3,1,0,0,1,5,0,3,0,0,20,1,0,0
train,minor,6190494,0,6,4,16,36,1,8,1,16,0,0,0,2,0,0,8,0,10,0,1,0,0,25,0,8,0
train,none,6457553,0,1,4,5,15,2,4,2,5,0,0,0,2,0,0,1,1,5,1,2,0,0,21,2,0,0
test,none,6457764,0,1,2,1,4,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,10,9,0,0
test,none,6458150,0,1,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6458156,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,6458427,0,1,3,6,12,2,1,2,6,0,0,0,1,0,0,0,0,1,0,1,0,0,7,1,0,0
train,none,6459500,1,1,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,11,1,0,0
train,none,6459836,0,14,1,8,13,0,5,0,8,0,0,0,0,0,0,18,7,4,0,0,0,0,37,2,0,0
train,none,6459837,0,14,1,8,12,0,5,0,8,0,0,0,0,0,0,15,7,4,0,0,0,0,38,2,0,0
train,none,6462019,0,14,1,8,13,0,5,0,8,0,0,0,0,0,0,18,7,4,0,0,0,0,38,2,0,0
train,none,6462072,0,14,1,8,12,0,5,0,8,0,0,0,0,0,0,15,7,4,0,0,0,0,38,2,0,0
train,none,6462487,0,2,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,9,0,0
train,none,6464959,0,3,3,4,7,1,1,3,4,0,0,0,1,0,0,2,0,1,0,1,0,0,11,1,0,0
train,none,6465533,0,14,1,8,13,0,5,0,8,0,0,0,0,0,0,18,7,4,0,0,0,0,38,2,0,0
test,none,6465751,0,6,3,9,13,0,5,2,9,0,0,1,1,0,0,5,0,6,0,2,0,0,20,2,0,0
train,none,6471245,1,1,2,0,7,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,14,1,0,0
train,none,6471435,1,2,2,5,12,0,1,3,5,2,9,0,0,0,0,1,2,4,2,1,0,0,23,0,0,0
train,none,6475184,0,0,5,1,11,0,0,1,1,0,0,0,0,0,0,6,0,2,1,1,0,0,17,0,0,0
train,none,6478457,0,3,2,5,14,1,3,0,5,0,0,0,0,1,0,0,0,3,0,1,0,0,20,4,0,0
train,none,6479689,0,5,2,7,18,1,3,1,7,0,0,0,0,0,0,3,0,4,0,2,0,0,36,4,0,1
train,none,6486798,0,1,4,1,20,4,2,0,1,1,0,0,3,0,0,1,0,2,1,2,0,0,8,1,0,0
test,none,6487817,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,6488574,1,3,2,5,12,0,0,8,5,2,1,1,0,0,0,0,0,5,0,1,0,0,20,1,0,0
train,none,6491821,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1
train,none,6492213,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6493734,0,4,1,6,6,1,0,3,6,3,2,0,0,0,0,3,0,0,1,0,0,0,29,1,1,1
test,none,6496450,0,3,1,1,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,1
train,none,6500087,0,2,6,2,12,3,0,2,2,0,0,0,2,0,3,0,2,1,0,2,0,0,12,1,0,0
train,none,6502815,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1
train,none,6507301,0,5,1,4,8,1,4,1,4,3,2,0,0,0,0,2,0,4,0,0,0,0,22,1,0,0
train,none,6511643,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
train,none,6512990,0,0,2,1,8,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,25,1,0,1
train,none,6513603,1,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0
train,none,6514981,0,2,1,4,4,0,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,6,1,1,0
train,none,6515344,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,major,4500366,0,4,11,13,36,0,6,1,13,0,0,3,4,0,0,5,1,12,2,3,0,0,49,1,0,0
train,none,6517482,0,1,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
test,none,6518475,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
test,none,6519318,0,2,2,3,9,2,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,6,2,0,0
train,none,6519706,0,1,4,2,8,1,2,0,2,0,0,0,3,0,6,0,5,5,6,0,0,0,9,1,0,0
train,none,6521680,0,1,1,2,3,1,0,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0
train,major,5503308,0,2,11,7,36,2,6,0,7,2,1,2,4,1,0,2,1,8,0,7,0,0,26,9,0,0
train,none,6530288,1,3,1,6,8,0,0,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,7,1,0,0
test,none,6530870,0,2,2,3,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0
train,none,6532406,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,6533221,0,2,3,1,10,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0
train,none,6533723,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
train,none,6534806,1,2,1,1,5,0,1,4,1,1,1,0,0,0,0,2,0,2,0,0,0,0,9,0,0,0
train,none,6536158,0,2,4,6,15,2,2,1,6,1,1,1,1,0,0,0,0,3,0,2,0,0,14,1,0,1
train,none,6536222,0,2,1,4,7,1,2,1,4,2,1,0,0,0,0,2,0,2,0,0,0,0,16,2,2,0
train,none,6536605,0,2,1,2,4,1,1,6,2,2,3,0,0,0,0,0,0,1,0,0,0,0,66,9,0,1
train,none,6537106,0,2,2,2,6,2,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,9,1,0,0
train,none,6537117,0,3,3,2,7,2,1,1,2,1,1,0,2,0,0,0,0,1,0,1,0,0,13,1,0,0
train,none,6537386,0,4,1,3,4,1,1,6,3,1,1,0,0,0,0,1,0,1,0,0,0,1,9,10,0,0
train,none,6546622,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
train,none,6547794,0,4,1,3,4,1,1,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,8,2,0,0
train,none,6548279,0,4,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0
train,none,6548643,0,3,2,3,8,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,22,1,0,1
train,none,6552410,0,1,4,1,8,0,0,2,1,0,0,0,1,0,2,0,1,3,0,1,0,0,68,1,0,1
train,none,6553535,1,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,1,0,1
train,none,6562164,0,3,6,4,16,1,0,0,4,1,1,0,3,1,0,1,0,2,1,4,0,0,20,1,0,0
train,none,6562963,0,3,2,3,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,1
train,none,6563293,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
train,none,6563346,0,2,1,2,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1
train,minor,7056433,0,1,14,6,36,0,0,2,6,1,1,1,9,0,1,0,3,0,1,2,0,0,19,0,0,0
test,none,6567017,1,4,2,2,9,0,0,3,2,1,1,0,1,0,0,0,0,3,0,1,0,0,16,1,0,1
train,none,6569509,0,1,4,7,23,3,1,0,7,2,827,0,0,1,0,0,0,1,0,3,0,0,27,17,0,0
train,major,8934300,0,8,8,17,35,4,14,1,17,0,0,0,5,0,0,0,3,14,1,1,0,0,33,1,0,0
